page_view_id,user_id,session_id,page_name,page_url,referrer,duration_seconds,scroll_depth_pct,view_time,created_at
1,181,1,messages,,,71,24,2025-12-27 16:51:46.615573,2026-01-25 02:16:11.74548
2,181,1,cart,,,74,59,2025-12-27 16:52:40.615573,2026-01-25 02:16:11.74548
3,181,1,post_feed,,,53,85,2025-12-27 16:52:46.615573,2026-01-25 02:16:11.74548
4,181,1,home,,,64,27,2025-12-27 16:53:13.615573,2026-01-25 02:16:11.74548
5,181,1,settings,,,63,33,2025-12-27 16:55:10.615573,2026-01-25 02:16:11.74548
6,481,2,order_detail,,,35,74,2025-11-21 08:14:54.615573,2026-01-25 02:16:11.74548
7,481,2,post_feed,,,50,87,2025-11-21 08:15:29.615573,2026-01-25 02:16:11.74548
8,481,2,search,,,51,42,2025-11-21 08:16:20.615573,2026-01-25 02:16:11.74548
9,481,2,order_detail,,,41,89,2025-11-21 08:15:39.615573,2026-01-25 02:16:11.74548
10,481,2,post_detail,,,83,23,2025-11-21 08:18:46.615573,2026-01-25 02:16:11.74548
11,481,2,messages,,,35,96,2025-11-21 08:15:44.615573,2026-01-25 02:16:11.74548
12,481,2,messages,,,72,24,2025-11-21 08:18:48.615573,2026-01-25 02:16:11.74548
13,481,2,messages,,,30,42,2025-11-21 08:16:18.615573,2026-01-25 02:16:11.74548
14,481,2,search,,,104,60,2025-11-21 08:19:10.615573,2026-01-25 02:16:11.74548
15,481,2,cart,,,12,72,2025-11-21 08:18:21.615573,2026-01-25 02:16:11.74548
16,81,3,coupon_center,,,110,39,2025-12-30 18:20:22.615573,2026-01-25 02:16:11.74548
17,81,3,home,,,16,30,2025-12-30 18:20:43.615573,2026-01-25 02:16:11.74548
18,81,3,settings,,,61,93,2025-12-30 18:21:28.615573,2026-01-25 02:16:11.74548
19,192,4,settings,,,50,68,2026-01-04 12:46:22.615573,2026-01-25 02:16:11.74548
20,192,4,order_list,,,115,41,2026-01-04 12:47:20.615573,2026-01-25 02:16:11.74548
21,192,4,coupon_center,,,74,85,2026-01-04 12:48:22.615573,2026-01-25 02:16:11.74548
22,192,4,product_detail,,,35,58,2026-01-04 12:48:10.615573,2026-01-25 02:16:11.74548
23,257,5,checkout,,,24,25,2026-01-03 02:52:46.615573,2026-01-25 02:16:11.74548
24,257,5,order_detail,,,116,63,2026-01-03 02:53:38.615573,2026-01-25 02:16:11.74548
25,239,6,post_detail,,,90,34,2025-11-04 23:38:17.615573,2026-01-25 02:16:11.74548
26,239,6,post_feed,,,107,83,2025-11-04 23:38:27.615573,2026-01-25 02:16:11.74548
27,239,6,product_detail,,,17,23,2025-11-04 23:39:09.615573,2026-01-25 02:16:11.74548
28,239,6,category,,,104,71,2025-11-04 23:41:17.615573,2026-01-25 02:16:11.74548
29,239,6,post_feed,,,80,77,2025-11-04 23:39:45.615573,2026-01-25 02:16:11.74548
30,239,6,order_list,,,82,71,2025-11-04 23:40:02.615573,2026-01-25 02:16:11.74548
31,239,6,settings,,,65,46,2025-11-04 23:40:35.615573,2026-01-25 02:16:11.74548
32,239,6,cart,,,22,63,2025-11-04 23:44:14.615573,2026-01-25 02:16:11.74548
33,293,7,settings,,,70,40,2025-11-05 14:20:08.615573,2026-01-25 02:16:11.74548
34,293,7,settings,,,62,69,2025-11-05 14:21:04.615573,2026-01-25 02:16:11.74548
35,293,7,checkout,,,102,60,2025-11-05 14:21:00.615573,2026-01-25 02:16:11.74548
36,293,7,post_detail,,,31,32,2025-11-05 14:23:02.615573,2026-01-25 02:16:11.74548
37,6,8,messages,,,93,41,2025-12-20 23:18:33.615573,2026-01-25 02:16:11.74548
38,6,8,product_detail,,,32,55,2025-12-20 23:19:01.615573,2026-01-25 02:16:11.74548
39,6,8,coupon_center,,,7,21,2025-12-20 23:18:53.615573,2026-01-25 02:16:11.74548
40,6,8,home,,,113,73,2025-12-20 23:20:30.615573,2026-01-25 02:16:11.74548
41,6,8,profile,,,80,44,2025-12-20 23:21:57.615573,2026-01-25 02:16:11.74548
42,6,8,post_feed,,,6,62,2025-12-20 23:20:18.615573,2026-01-25 02:16:11.74548
43,6,8,favorites,,,27,23,2025-12-20 23:22:51.615573,2026-01-25 02:16:11.74548
44,6,8,settings,,,96,98,2025-12-20 23:24:02.615573,2026-01-25 02:16:11.74548
45,6,8,post_detail,,,94,44,2025-12-20 23:20:01.615573,2026-01-25 02:16:11.74548
46,6,8,home,,,75,34,2025-12-20 23:26:48.615573,2026-01-25 02:16:11.74548
47,422,9,post_feed,,,73,97,2025-11-08 20:30:00.615573,2026-01-25 02:16:11.74548
48,422,9,profile,,,31,32,2025-11-08 20:30:45.615573,2026-01-25 02:16:11.74548
49,422,9,settings,,,30,50,2025-11-08 20:30:58.615573,2026-01-25 02:16:11.74548
50,422,9,search,,,112,92,2025-11-08 20:30:48.615573,2026-01-25 02:16:11.74548
51,422,9,cart,,,5,42,2025-11-08 20:31:56.615573,2026-01-25 02:16:11.74548
52,422,9,messages,,,78,41,2025-11-08 20:33:40.615573,2026-01-25 02:16:11.74548
53,422,9,order_list,,,25,62,2025-11-08 20:34:00.615573,2026-01-25 02:16:11.74548
54,422,9,messages,,,16,68,2025-11-08 20:31:52.615573,2026-01-25 02:16:11.74548
55,422,9,profile,,,63,71,2025-11-08 20:33:04.615573,2026-01-25 02:16:11.74548
56,422,9,order_list,,,59,97,2025-11-08 20:34:21.615573,2026-01-25 02:16:11.74548
57,268,10,favorites,,,89,46,2025-12-26 06:26:33.615573,2026-01-25 02:16:11.74548
58,268,10,settings,,,51,85,2025-12-26 06:27:08.615573,2026-01-25 02:16:11.74548
59,268,10,search,,,11,42,2025-12-26 06:28:15.615573,2026-01-25 02:16:11.74548
60,268,10,favorites,,,41,36,2025-12-26 06:27:30.615573,2026-01-25 02:16:11.74548
61,268,10,cart,,,84,52,2025-12-26 06:27:37.615573,2026-01-25 02:16:11.74548
62,268,10,product_detail,,,41,62,2025-12-26 06:28:28.615573,2026-01-25 02:16:11.74548
63,268,10,post_feed,,,116,20,2025-12-26 06:30:09.615573,2026-01-25 02:16:11.74548
64,268,10,cart,,,35,54,2025-12-26 06:30:45.615573,2026-01-25 02:16:11.74548
65,391,11,order_list,,,68,99,2026-01-04 19:11:11.615573,2026-01-25 02:16:11.74548
66,391,11,category,,,22,42,2026-01-04 19:11:56.615573,2026-01-25 02:16:11.74548
67,391,11,profile,,,15,21,2026-01-04 19:11:39.615573,2026-01-25 02:16:11.74548
68,391,11,settings,,,24,91,2026-01-04 19:11:44.615573,2026-01-25 02:16:11.74548
69,391,11,product_detail,,,69,62,2026-01-04 19:13:19.615573,2026-01-25 02:16:11.74548
70,391,11,product_detail,,,6,81,2026-01-04 19:12:36.615573,2026-01-25 02:16:11.74548
71,391,11,post_detail,,,82,48,2026-01-04 19:15:17.615573,2026-01-25 02:16:11.74548
72,391,11,favorites,,,42,98,2026-01-04 19:14:13.615573,2026-01-25 02:16:11.74548
73,391,11,cart,,,99,93,2026-01-04 19:15:19.615573,2026-01-25 02:16:11.74548
74,500,12,order_list,,,105,74,2025-12-29 07:07:52.615573,2026-01-25 02:16:11.74548
75,500,12,checkout,,,98,56,2025-12-29 07:08:33.615573,2026-01-25 02:16:11.74548
76,500,12,search,,,66,41,2025-12-29 07:09:28.615573,2026-01-25 02:16:11.74548
77,500,12,post_feed,,,42,27,2025-12-29 07:09:31.615573,2026-01-25 02:16:11.74548
78,500,12,product_detail,,,83,82,2025-12-29 07:11:08.615573,2026-01-25 02:16:11.74548
79,500,12,order_detail,,,71,83,2025-12-29 07:09:52.615573,2026-01-25 02:16:11.74548
80,32,13,settings,,,13,54,2025-10-27 11:28:55.615573,2026-01-25 02:16:11.74548
81,32,13,settings,,,109,27,2025-10-27 11:29:34.615573,2026-01-25 02:16:11.74548
82,32,13,home,,,102,87,2025-10-27 11:29:19.615573,2026-01-25 02:16:11.74548
83,32,13,profile,,,12,94,2025-10-27 11:30:43.615573,2026-01-25 02:16:11.74548
84,32,13,messages,,,37,66,2025-10-27 11:32:19.615573,2026-01-25 02:16:11.74548
85,32,13,product_detail,,,109,34,2025-10-27 11:31:10.615573,2026-01-25 02:16:11.74548
86,174,14,post_feed,,,50,61,2025-11-14 13:44:52.615573,2026-01-25 02:16:11.74548
87,174,14,checkout,,,95,71,2025-11-14 13:45:04.615573,2026-01-25 02:16:11.74548
88,174,14,post_detail,,,91,50,2025-11-14 13:46:28.615573,2026-01-25 02:16:11.74548
89,174,14,order_list,,,120,59,2025-11-14 13:45:22.615573,2026-01-25 02:16:11.74548
90,174,14,home,,,110,90,2025-11-14 13:48:44.615573,2026-01-25 02:16:11.74548
91,174,14,cart,,,77,66,2025-11-14 13:47:57.615573,2026-01-25 02:16:11.74548
92,489,15,category,,,86,31,2025-11-26 12:29:32.615573,2026-01-25 02:16:11.74548
93,489,15,order_detail,,,80,50,2025-11-26 12:30:29.615573,2026-01-25 02:16:11.74548
94,489,15,cart,,,38,75,2025-11-26 12:30:44.615573,2026-01-25 02:16:11.74548
95,489,15,search,,,47,90,2025-11-26 12:31:17.615573,2026-01-25 02:16:11.74548
96,489,15,home,,,42,75,2025-11-26 12:32:32.615573,2026-01-25 02:16:11.74548
97,21,16,settings,,,94,31,2026-01-15 02:54:24.615573,2026-01-25 02:16:11.74548
98,21,16,settings,,,86,89,2026-01-15 02:54:42.615573,2026-01-25 02:16:11.74548
99,471,17,cart,,,34,58,2026-01-24 13:56:41.615573,2026-01-25 02:16:11.74548
100,471,17,order_detail,,,56,96,2026-01-24 13:57:13.615573,2026-01-25 02:16:11.74548
101,471,17,category,,,57,92,2026-01-24 13:57:51.615573,2026-01-25 02:16:11.74548
102,149,18,search,,,7,88,2025-12-24 22:04:34.615573,2026-01-25 02:16:11.74548
103,149,18,product_detail,,,110,32,2025-12-24 22:05:13.615573,2026-01-25 02:16:11.74548
104,149,18,order_detail,,,114,89,2025-12-24 22:05:08.615573,2026-01-25 02:16:11.74548
105,149,18,checkout,,,23,37,2025-12-24 22:05:43.615573,2026-01-25 02:16:11.74548
106,149,18,favorites,,,47,46,2025-12-24 22:05:34.615573,2026-01-25 02:16:11.74548
107,149,18,favorites,,,80,98,2025-12-24 22:08:09.615573,2026-01-25 02:16:11.74548
108,149,18,checkout,,,28,39,2025-12-24 22:05:58.615573,2026-01-25 02:16:11.74548
109,149,18,messages,,,96,88,2025-12-24 22:06:12.615573,2026-01-25 02:16:11.74548
110,351,19,messages,,,8,59,2025-12-20 05:12:28.615573,2026-01-25 02:16:11.74548
111,351,19,post_detail,,,77,42,2025-12-20 05:13:05.615573,2026-01-25 02:16:11.74548
112,351,19,settings,,,5,70,2025-12-20 05:13:18.615573,2026-01-25 02:16:11.74548
113,351,19,cart,,,104,66,2025-12-20 05:14:10.615573,2026-01-25 02:16:11.74548
114,351,19,coupon_center,,,62,82,2025-12-20 05:16:24.615573,2026-01-25 02:16:11.74548
115,351,19,order_list,,,22,25,2025-12-20 05:13:18.615573,2026-01-25 02:16:11.74548
116,351,19,category,,,94,36,2025-12-20 05:14:34.615573,2026-01-25 02:16:11.74548
117,351,19,order_detail,,,78,46,2025-12-20 05:14:27.615573,2026-01-25 02:16:11.74548
118,318,20,coupon_center,,,110,52,2026-01-12 16:27:18.615573,2026-01-25 02:16:11.74548
119,318,20,home,,,42,25,2026-01-12 16:27:28.615573,2026-01-25 02:16:11.74548
120,127,21,search,,,36,83,2025-10-28 11:33:12.615573,2026-01-25 02:16:11.74548
121,127,21,messages,,,32,83,2025-10-28 11:33:49.615573,2026-01-25 02:16:11.74548
122,127,21,profile,,,87,59,2025-10-28 11:33:44.615573,2026-01-25 02:16:11.74548
123,241,22,search,,,11,37,2025-10-27 22:20:20.615573,2026-01-25 02:16:11.74548
124,241,22,favorites,,,116,68,2025-10-27 22:20:48.615573,2026-01-25 02:16:11.74548
125,241,22,product_detail,,,92,100,2025-10-27 22:21:42.615573,2026-01-25 02:16:11.74548
126,241,22,settings,,,100,55,2025-10-27 22:21:08.615573,2026-01-25 02:16:11.74548
127,241,22,favorites,,,74,75,2025-10-27 22:21:20.615573,2026-01-25 02:16:11.74548
128,50,23,cart,,,59,78,2025-11-05 10:54:50.615573,2026-01-25 02:16:11.74548
129,50,23,home,,,105,82,2025-11-05 10:55:36.615573,2026-01-25 02:16:11.74548
130,50,23,messages,,,20,45,2025-11-05 10:55:14.615573,2026-01-25 02:16:11.74548
131,50,23,cart,,,75,82,2025-11-05 10:55:47.615573,2026-01-25 02:16:11.74548
132,50,23,search,,,80,50,2025-11-05 10:56:34.615573,2026-01-25 02:16:11.74548
133,485,24,product_detail,,,13,74,2026-01-15 16:33:16.615573,2026-01-25 02:16:11.74548
134,485,24,search,,,54,78,2026-01-15 16:33:54.615573,2026-01-25 02:16:11.74548
135,485,24,cart,,,50,78,2026-01-15 16:34:28.615573,2026-01-25 02:16:11.74548
136,485,24,post_detail,,,32,99,2026-01-15 16:34:10.615573,2026-01-25 02:16:11.74548
137,485,24,coupon_center,,,48,100,2026-01-15 16:35:56.615573,2026-01-25 02:16:11.74548
138,485,24,favorites,,,48,99,2026-01-15 16:37:01.615573,2026-01-25 02:16:11.74548
139,485,24,search,,,33,24,2026-01-15 16:36:58.615573,2026-01-25 02:16:11.74548
140,78,25,cart,,,100,51,2025-11-25 09:00:52.615573,2026-01-25 02:16:11.74548
141,78,25,favorites,,,26,36,2025-11-25 09:01:07.615573,2026-01-25 02:16:11.74548
142,78,25,coupon_center,,,98,87,2025-11-25 09:02:08.615573,2026-01-25 02:16:11.74548
143,78,25,coupon_center,,,63,39,2025-11-25 09:03:43.615573,2026-01-25 02:16:11.74548
144,78,25,search,,,5,88,2025-11-25 09:01:56.615573,2026-01-25 02:16:11.74548
145,78,25,cart,,,69,61,2025-11-25 09:03:17.615573,2026-01-25 02:16:11.74548
146,78,25,post_feed,,,25,58,2025-11-25 09:05:22.615573,2026-01-25 02:16:11.74548
147,78,25,order_detail,,,82,47,2025-11-25 09:07:24.615573,2026-01-25 02:16:11.74548
148,31,26,order_list,,,70,43,2025-11-07 00:52:16.615573,2026-01-25 02:16:11.74548
149,31,26,favorites,,,71,50,2025-11-07 00:53:15.615573,2026-01-25 02:16:11.74548
150,78,27,order_detail,,,16,39,2025-11-09 08:13:38.615573,2026-01-25 02:16:11.74548
151,78,27,checkout,,,80,37,2025-11-09 08:14:20.615573,2026-01-25 02:16:11.74548
152,78,27,cart,,,114,84,2025-11-09 08:15:36.615573,2026-01-25 02:16:11.74548
153,78,27,home,,,45,32,2025-11-09 08:15:38.615573,2026-01-25 02:16:11.74548
154,78,27,product_detail,,,116,46,2025-11-09 08:14:38.615573,2026-01-25 02:16:11.74548
155,78,27,category,,,75,59,2025-11-09 08:17:53.615573,2026-01-25 02:16:11.74548
156,78,27,post_feed,,,6,78,2025-11-09 08:17:50.615573,2026-01-25 02:16:11.74548
157,78,27,category,,,7,60,2025-11-09 08:14:48.615573,2026-01-25 02:16:11.74548
158,78,27,post_feed,,,118,80,2025-11-09 08:15:30.615573,2026-01-25 02:16:11.74548
159,78,27,coupon_center,,,68,46,2025-11-09 08:19:29.615573,2026-01-25 02:16:11.74548
160,303,28,cart,,,84,30,2026-01-14 08:05:32.615573,2026-01-25 02:16:11.74548
161,303,28,product_detail,,,41,60,2026-01-14 08:05:43.615573,2026-01-25 02:16:11.74548
162,303,28,coupon_center,,,31,46,2026-01-14 08:06:34.615573,2026-01-25 02:16:11.74548
163,396,29,product_detail,,,82,69,2025-11-09 06:24:03.615573,2026-01-25 02:16:11.74548
164,396,29,order_detail,,,17,62,2025-11-09 06:24:42.615573,2026-01-25 02:16:11.74548
165,360,30,product_detail,,,40,46,2025-12-21 04:06:15.615573,2026-01-25 02:16:11.74548
166,360,30,coupon_center,,,43,47,2025-12-21 04:07:02.615573,2026-01-25 02:16:11.74548
167,127,31,search,,,15,97,2025-11-11 23:58:48.615573,2026-01-25 02:16:11.74548
168,127,31,order_detail,,,75,62,2025-11-11 23:59:00.615573,2026-01-25 02:16:11.74548
169,127,31,home,,,49,87,2025-11-12 00:00:10.615573,2026-01-25 02:16:11.74548
170,113,32,profile,,,24,83,2025-11-16 02:34:57.615573,2026-01-25 02:16:11.74548
171,113,32,settings,,,41,36,2025-11-16 02:35:17.615573,2026-01-25 02:16:11.74548
172,113,32,search,,,106,85,2025-11-16 02:36:29.615573,2026-01-25 02:16:11.74548
173,113,32,product_detail,,,13,49,2025-11-16 02:36:42.615573,2026-01-25 02:16:11.74548
174,232,33,order_detail,,,79,67,2025-12-24 03:54:40.615573,2026-01-25 02:16:11.74548
175,232,33,post_feed,,,12,52,2025-12-24 03:55:30.615573,2026-01-25 02:16:11.74548
176,232,33,checkout,,,54,54,2025-12-24 03:56:26.615573,2026-01-25 02:16:11.74548
177,232,33,settings,,,23,56,2025-12-24 03:57:28.615573,2026-01-25 02:16:11.74548
178,232,33,checkout,,,25,76,2025-12-24 03:56:28.615573,2026-01-25 02:16:11.74548
179,232,33,home,,,12,93,2025-12-24 03:55:30.615573,2026-01-25 02:16:11.74548
180,232,33,product_detail,,,117,49,2025-12-24 03:58:04.615573,2026-01-25 02:16:11.74548
181,232,33,settings,,,41,98,2025-12-24 03:57:49.615573,2026-01-25 02:16:11.74548
182,232,33,order_detail,,,108,99,2025-12-24 03:56:32.615573,2026-01-25 02:16:11.74548
183,232,33,post_detail,,,116,77,2025-12-24 03:57:22.615573,2026-01-25 02:16:11.74548
184,222,34,checkout,,,33,30,2026-01-17 09:26:37.615573,2026-01-25 02:16:11.74548
185,222,34,order_list,,,75,79,2026-01-17 09:27:31.615573,2026-01-25 02:16:11.74548
186,222,34,coupon_center,,,81,20,2026-01-17 09:27:51.615573,2026-01-25 02:16:11.74548
187,222,34,settings,,,73,60,2026-01-17 09:27:31.615573,2026-01-25 02:16:11.74548
188,222,34,category,,,17,50,2026-01-17 09:27:37.615573,2026-01-25 02:16:11.74548
189,222,34,search,,,70,54,2026-01-17 09:28:57.615573,2026-01-25 02:16:11.74548
190,222,34,profile,,,108,23,2026-01-17 09:31:13.615573,2026-01-25 02:16:11.74548
191,222,34,checkout,,,37,72,2026-01-17 09:32:55.615573,2026-01-25 02:16:11.74548
192,222,34,messages,,,90,55,2026-01-17 09:31:57.615573,2026-01-25 02:16:11.74548
193,434,35,category,,,26,94,2025-12-12 00:15:04.615573,2026-01-25 02:16:11.74548
194,434,35,category,,,51,97,2025-12-12 00:16:03.615573,2026-01-25 02:16:11.74548
195,434,35,order_detail,,,83,90,2025-12-12 00:16:32.615573,2026-01-25 02:16:11.74548
196,434,35,product_detail,,,61,70,2025-12-12 00:15:46.615573,2026-01-25 02:16:11.74548
197,434,35,cart,,,108,89,2025-12-12 00:17:32.615573,2026-01-25 02:16:11.74548
198,434,35,order_list,,,97,51,2025-12-12 00:16:39.615573,2026-01-25 02:16:11.74548
199,434,35,messages,,,14,48,2025-12-12 00:17:10.615573,2026-01-25 02:16:11.74548
200,459,36,coupon_center,,,56,80,2025-12-27 16:43:53.615573,2026-01-25 02:16:11.74548
201,459,36,post_detail,,,11,57,2025-12-27 16:44:52.615573,2026-01-25 02:16:11.74548
202,459,36,home,,,74,67,2025-12-27 16:44:53.615573,2026-01-25 02:16:11.74548
203,459,36,search,,,100,23,2025-12-27 16:45:59.615573,2026-01-25 02:16:11.74548
204,459,36,home,,,14,43,2025-12-27 16:46:33.615573,2026-01-25 02:16:11.74548
205,459,36,profile,,,113,32,2025-12-27 16:48:03.615573,2026-01-25 02:16:11.74548
206,459,36,checkout,,,110,36,2025-12-27 16:48:59.615573,2026-01-25 02:16:11.74548
207,459,36,checkout,,,59,49,2025-12-27 16:47:23.615573,2026-01-25 02:16:11.74548
208,459,36,order_list,,,88,91,2025-12-27 16:48:17.615573,2026-01-25 02:16:11.74548
209,459,36,home,,,31,31,2025-12-27 16:47:20.615573,2026-01-25 02:16:11.74548
210,193,37,profile,,,56,98,2025-12-04 07:16:12.615573,2026-01-25 02:16:11.74548
211,193,37,cart,,,93,93,2025-12-04 07:17:11.615573,2026-01-25 02:16:11.74548
212,193,37,settings,,,106,30,2025-12-04 07:16:54.615573,2026-01-25 02:16:11.74548
213,193,37,post_detail,,,33,74,2025-12-04 07:17:54.615573,2026-01-25 02:16:11.74548
214,193,37,settings,,,61,32,2025-12-04 07:17:36.615573,2026-01-25 02:16:11.74548
215,193,37,order_list,,,18,21,2025-12-04 07:19:22.615573,2026-01-25 02:16:11.74548
216,201,38,category,,,20,75,2026-01-20 23:33:01.615573,2026-01-25 02:16:11.74548
217,201,38,settings,,,67,63,2026-01-20 23:33:40.615573,2026-01-25 02:16:11.74548
218,201,38,category,,,54,31,2026-01-20 23:33:31.615573,2026-01-25 02:16:11.74548
219,201,38,order_detail,,,72,97,2026-01-20 23:35:34.615573,2026-01-25 02:16:11.74548
220,201,38,settings,,,62,69,2026-01-20 23:36:53.615573,2026-01-25 02:16:11.74548
221,201,38,profile,,,19,89,2026-01-20 23:35:06.615573,2026-01-25 02:16:11.74548
222,201,38,cart,,,77,42,2026-01-20 23:38:31.615573,2026-01-25 02:16:11.74548
223,201,38,home,,,30,73,2026-01-20 23:37:48.615573,2026-01-25 02:16:11.74548
224,201,38,order_detail,,,9,78,2026-01-20 23:40:05.615573,2026-01-25 02:16:11.74548
225,235,39,settings,,,29,26,2025-12-07 11:41:21.615573,2026-01-25 02:16:11.74548
226,235,39,post_feed,,,76,86,2025-12-07 11:41:50.615573,2026-01-25 02:16:11.74548
227,235,39,checkout,,,114,87,2025-12-07 11:43:21.615573,2026-01-25 02:16:11.74548
228,78,40,home,,,92,73,2025-12-13 06:16:57.615573,2026-01-25 02:16:11.74548
229,78,40,post_detail,,,51,73,2025-12-13 06:17:56.615573,2026-01-25 02:16:11.74548
230,78,40,favorites,,,25,57,2025-12-13 06:18:21.615573,2026-01-25 02:16:11.74548
231,78,40,coupon_center,,,31,79,2025-12-13 06:19:45.615573,2026-01-25 02:16:11.74548
232,78,40,order_detail,,,107,78,2025-12-13 06:19:17.615573,2026-01-25 02:16:11.74548
233,78,40,post_feed,,,95,53,2025-12-13 06:20:42.615573,2026-01-25 02:16:11.74548
234,78,40,category,,,106,98,2025-12-13 06:21:45.615573,2026-01-25 02:16:11.74548
235,150,41,home,,,112,20,2026-01-15 17:18:04.615573,2026-01-25 02:16:11.74548
236,150,41,checkout,,,6,79,2026-01-15 17:19:03.615573,2026-01-25 02:16:11.74548
237,150,41,category,,,75,66,2026-01-15 17:19:06.615573,2026-01-25 02:16:11.74548
238,23,42,profile,,,98,46,2025-11-06 12:34:58.615573,2026-01-25 02:16:11.74548
239,23,42,favorites,,,22,98,2025-11-06 12:35:08.615573,2026-01-25 02:16:11.74548
240,23,42,order_list,,,42,38,2025-11-06 12:36:38.615573,2026-01-25 02:16:11.74548
241,23,42,messages,,,40,86,2025-11-06 12:37:37.615573,2026-01-25 02:16:11.74548
242,23,42,post_feed,,,42,79,2025-11-06 12:38:50.615573,2026-01-25 02:16:11.74548
243,430,43,settings,,,26,96,2025-11-17 18:42:21.615573,2026-01-25 02:16:11.74548
244,430,43,order_detail,,,9,38,2025-11-17 18:42:41.615573,2026-01-25 02:16:11.74548
245,430,43,search,,,81,49,2025-11-17 18:44:11.615573,2026-01-25 02:16:11.74548
246,430,43,order_list,,,36,50,2025-11-17 18:43:48.615573,2026-01-25 02:16:11.74548
247,430,43,messages,,,83,93,2025-11-17 18:44:05.615573,2026-01-25 02:16:11.74548
248,79,44,favorites,,,95,40,2025-12-02 20:38:46.615573,2026-01-25 02:16:11.74548
249,79,44,profile,,,64,65,2025-12-02 20:39:09.615573,2026-01-25 02:16:11.74548
250,337,45,messages,,,53,90,2026-01-02 23:24:47.615573,2026-01-25 02:16:11.74548
251,337,45,home,,,118,38,2026-01-02 23:25:00.615573,2026-01-25 02:16:11.74548
