id,product_id,tag_name,tag_type,created_at
1,1,家庭装,audience,2025-11-20 00:11:06.520077
2,1,买一送一,promotion,2025-11-20 00:11:06.520077
3,1,进口,feature,2025-11-20 00:11:06.520077
4,2,买一送一,promotion,2026-01-21 14:51:55.520077
5,2,四季通用,season,2026-01-21 14:51:55.520077
6,3,四季通用,season,2026-01-13 02:56:58.520077
7,3,学生专享,audience,2026-01-13 02:56:58.520077
8,3,限时特惠,promotion,2026-01-13 02:56:58.520077
9,3,文艺,style,2026-01-13 02:56:58.520077
10,4,夏季清凉,season,2025-11-10 05:36:20.520077
11,5,文艺,style,2025-11-06 02:44:11.520077
12,6,送礼佳品,audience,2025-12-06 00:10:20.520077
13,6,清仓,promotion,2025-12-06 00:10:20.520077
14,7,七天无理由,feature,2025-12-31 20:52:21.520077
15,7,四季通用,season,2025-12-31 20:52:21.520077
16,7,满减,promotion,2025-12-31 20:52:21.520077
17,7,文艺,style,2025-12-31 20:52:21.520077
18,8,秒杀,promotion,2025-11-03 19:50:19.520077
19,8,轻奢,style,2025-11-03 19:50:19.520077
20,8,进口,feature,2025-11-03 19:50:19.520077
21,9,清仓,promotion,2025-11-15 09:03:53.520077
22,9,秋冬保暖,season,2025-11-15 09:03:53.520077
23,9,包邮,feature,2025-11-15 09:03:53.520077
24,10,秒杀,promotion,2025-12-01 17:01:02.520077
25,10,正品保证,feature,2025-12-01 17:01:02.520077
26,10,文艺,style,2025-12-01 17:01:02.520077
27,10,情侣款,audience,2025-12-01 17:01:02.520077
28,11,家庭装,audience,2025-11-11 12:08:11.520077
29,11,包邮,feature,2025-11-11 12:08:11.520077
30,11,简约,style,2025-11-11 12:08:11.520077
31,11,春季新款,season,2025-11-11 12:08:11.520077
32,12,文艺,style,2025-11-24 05:34:36.520077
33,12,新品,promotion,2025-11-24 05:34:36.520077
34,12,正品保证,feature,2025-11-24 05:34:36.520077
35,13,潮流,style,2025-12-03 08:33:55.520077
36,13,送礼佳品,audience,2025-12-03 08:33:55.520077
37,13,包邮,feature,2025-12-03 08:33:55.520077
38,13,秒杀,promotion,2025-12-03 08:33:55.520077
39,14,情侣款,audience,2025-12-20 14:20:56.520077
40,14,秒杀,promotion,2025-12-20 14:20:56.520077
41,14,夏季清凉,season,2025-12-20 14:20:56.520077
42,14,正品保证,feature,2025-12-20 14:20:56.520077
43,15,送礼佳品,audience,2025-11-26 14:28:20.520077
44,15,夏季清凉,season,2025-11-26 14:28:20.520077
45,15,满减,promotion,2025-11-26 14:28:20.520077
46,15,复古,style,2025-11-26 14:28:20.520077
47,16,白领首选,audience,2025-12-04 04:01:44.520077
48,16,文艺,style,2025-12-04 04:01:44.520077
49,16,新品,promotion,2025-12-04 04:01:44.520077
50,16,四季通用,season,2025-12-04 04:01:44.520077
51,17,限时特惠,promotion,2025-12-15 17:44:24.520077
52,17,夏季清凉,season,2025-12-15 17:44:24.520077
53,17,急速发货,feature,2025-12-15 17:44:24.520077
54,18,简约,style,2026-01-01 02:43:33.520077
55,19,情侣款,audience,2025-12-10 05:23:50.520077
56,19,买一送一,promotion,2025-12-10 05:23:50.520077
57,19,轻奢,style,2025-12-10 05:23:50.520077
58,19,自营,feature,2025-12-10 05:23:50.520077
59,20,四季通用,season,2025-11-14 18:56:44.520077
60,21,学生专享,audience,2025-10-31 13:26:34.520077
61,21,包邮,feature,2025-10-31 13:26:34.520077
62,21,夏季清凉,season,2025-10-31 13:26:34.520077
63,22,清仓,promotion,2025-10-28 15:26:10.520077
64,22,家庭装,audience,2025-10-28 15:26:10.520077
65,23,买一送一,promotion,2025-11-10 14:31:43.520077
66,23,轻奢,style,2025-11-10 14:31:43.520077
67,23,自营,feature,2025-11-10 14:31:43.520077
68,23,送礼佳品,audience,2025-11-10 14:31:43.520077
69,24,买一送一,promotion,2025-10-31 21:00:53.520077
70,24,送礼佳品,audience,2025-10-31 21:00:53.520077
71,25,文艺,style,2026-01-07 07:29:10.520077
72,25,七天无理由,feature,2026-01-07 07:29:10.520077
73,26,春季新款,season,2026-01-12 12:41:16.520077
74,26,限时特惠,promotion,2026-01-12 12:41:16.520077
75,26,正品保证,feature,2026-01-12 12:41:16.520077
76,26,复古,style,2026-01-12 12:41:16.520077
77,27,情侣款,audience,2025-11-24 06:04:56.520077
78,28,简约,style,2025-12-28 15:54:35.520077
79,28,白领首选,audience,2025-12-28 15:54:35.520077
80,29,情侣款,audience,2026-01-21 09:38:39.520077
81,29,春季新款,season,2026-01-21 09:38:39.520077
82,30,复古,style,2025-11-25 11:39:37.520077
83,30,热销,promotion,2025-11-25 11:39:37.520077
84,30,进口,feature,2025-11-25 11:39:37.520077
85,31,简约,style,2026-01-20 03:42:41.520077
86,32,国潮,style,2025-12-03 21:32:28.520077
87,33,自营,feature,2026-01-23 21:00:39.520077
88,33,学生专享,audience,2026-01-23 21:00:39.520077
89,33,轻奢,style,2026-01-23 21:00:39.520077
90,33,清仓,promotion,2026-01-23 21:00:39.520077
91,34,复古,style,2025-11-25 12:03:58.520077
92,34,进口,feature,2025-11-25 12:03:58.520077
93,34,夏季清凉,season,2025-11-25 12:03:58.520077
94,34,热销,promotion,2025-11-25 12:03:58.520077
95,35,急速发货,feature,2025-12-14 17:54:02.520077
96,35,潮流,style,2025-12-14 17:54:02.520077
97,35,新品,promotion,2025-12-14 17:54:02.520077
98,36,七天无理由,feature,2025-12-05 10:43:46.520077
99,36,简约,style,2025-12-05 10:43:46.520077
100,36,春季新款,season,2025-12-05 10:43:46.520077
101,37,复古,style,2026-01-12 01:01:47.520077
102,37,热销,promotion,2026-01-12 01:01:47.520077
103,37,白领首选,audience,2026-01-12 01:01:47.520077
104,37,正品保证,feature,2026-01-12 01:01:47.520077
105,38,进口,feature,2026-01-06 05:30:00.520077
106,39,买一送一,promotion,2025-12-21 07:47:56.520077
107,39,四季通用,season,2025-12-21 07:47:56.520077
108,39,包邮,feature,2025-12-21 07:47:56.520077
109,39,复古,style,2025-12-21 07:47:56.520077
110,40,夏季清凉,season,2025-11-12 02:00:50.520077
111,40,白领首选,audience,2025-11-12 02:00:50.520077
112,40,七天无理由,feature,2025-11-12 02:00:50.520077
113,41,春季新款,season,2026-01-18 18:15:23.520077
114,42,简约,style,2025-11-10 23:26:44.520077
115,43,春季新款,season,2026-01-03 07:11:58.520077
116,43,文艺,style,2026-01-03 07:11:58.520077
117,43,送礼佳品,audience,2026-01-03 07:11:58.520077
118,44,七天无理由,feature,2025-11-03 00:55:53.520077
119,44,轻奢,style,2025-11-03 00:55:53.520077
120,45,国潮,style,2025-11-07 03:29:41.520077
121,45,限时特惠,promotion,2025-11-07 03:29:41.520077
122,46,文艺,style,2025-11-03 11:47:54.520077
123,46,秒杀,promotion,2025-11-03 11:47:54.520077
124,46,包邮,feature,2025-11-03 11:47:54.520077
125,47,潮流,style,2026-01-23 15:42:07.520077
126,48,热销,promotion,2025-11-23 17:03:46.520077
127,49,四季通用,season,2025-11-19 23:56:05.520077
128,49,家庭装,audience,2025-11-19 23:56:05.520077
129,49,热销,promotion,2025-11-19 23:56:05.520077
130,50,文艺,style,2025-12-11 03:37:34.520077
131,50,包邮,feature,2025-12-11 03:37:34.520077
132,51,买一送一,promotion,2025-11-27 02:31:07.520077
133,51,春季新款,season,2025-11-27 02:31:07.520077
134,51,情侣款,audience,2025-11-27 02:31:07.520077
135,52,秋冬保暖,season,2025-12-12 02:06:03.520077
136,52,进口,feature,2025-12-12 02:06:03.520077
137,52,热销,promotion,2025-12-12 02:06:03.520077
138,52,文艺,style,2025-12-12 02:06:03.520077
139,53,自营,feature,2025-12-18 00:44:33.520077
140,53,秋冬保暖,season,2025-12-18 00:44:33.520077
141,54,潮流,style,2026-01-14 06:11:53.520077
142,54,春季新款,season,2026-01-14 06:11:53.520077
143,54,买一送一,promotion,2026-01-14 06:11:53.520077
144,55,正品保证,feature,2025-12-03 02:40:02.520077
145,55,四季通用,season,2025-12-03 02:40:02.520077
146,56,学生专享,audience,2026-01-09 20:22:55.520077
147,57,秋冬保暖,season,2025-12-01 18:15:30.520077
148,57,满减,promotion,2025-12-01 18:15:30.520077
149,57,包邮,feature,2025-12-01 18:15:30.520077
150,57,学生专享,audience,2025-12-01 18:15:30.520077
151,58,秋冬保暖,season,2026-01-21 03:20:20.520077
152,59,新品,promotion,2025-12-04 11:32:03.520077
153,59,白领首选,audience,2025-12-04 11:32:03.520077
154,59,春季新款,season,2025-12-04 11:32:03.520077
155,59,进口,feature,2025-12-04 11:32:03.520077
156,60,限时特惠,promotion,2025-11-16 12:23:43.520077
157,60,家庭装,audience,2025-11-16 12:23:43.520077
158,61,送礼佳品,audience,2025-12-28 11:30:35.520077
159,61,夏季清凉,season,2025-12-28 11:30:35.520077
160,62,七天无理由,feature,2025-10-27 18:11:38.520077
161,63,复古,style,2025-10-30 00:01:38.520077
162,63,情侣款,audience,2025-10-30 00:01:38.520077
163,63,自营,feature,2025-10-30 00:01:38.520077
164,64,包邮,feature,2025-11-21 17:32:45.520077
165,65,买一送一,promotion,2025-11-03 14:30:22.520077
166,65,白领首选,audience,2025-11-03 14:30:22.520077
167,65,进口,feature,2025-11-03 14:30:22.520077
168,66,秋冬保暖,season,2025-12-17 01:59:24.520077
169,66,买一送一,promotion,2025-12-17 01:59:24.520077
170,67,自营,feature,2025-12-10 15:01:19.520077
171,68,满减,promotion,2025-10-29 03:45:45.520077
172,68,七天无理由,feature,2025-10-29 03:45:45.520077
173,68,白领首选,audience,2025-10-29 03:45:45.520077
174,68,夏季清凉,season,2025-10-29 03:45:45.520077
175,69,学生专享,audience,2026-01-07 11:55:36.520077
176,69,秋冬保暖,season,2026-01-07 11:55:36.520077
177,69,满减,promotion,2026-01-07 11:55:36.520077
178,69,急速发货,feature,2026-01-07 11:55:36.520077
179,70,满减,promotion,2026-01-13 05:22:20.520077
180,71,轻奢,style,2025-11-04 09:52:45.520077
181,72,复古,style,2025-12-01 15:09:24.520077
182,72,包邮,feature,2025-12-01 15:09:24.520077
183,72,热销,promotion,2025-12-01 15:09:24.520077
184,72,学生专享,audience,2025-12-01 15:09:24.520077
185,73,春季新款,season,2026-01-02 20:07:04.520077
186,74,清仓,promotion,2025-12-04 17:01:21.520077
187,74,国潮,style,2025-12-04 17:01:21.520077
188,74,进口,feature,2025-12-04 17:01:21.520077
189,75,潮流,style,2025-12-03 04:08:21.520077
190,75,白领首选,audience,2025-12-03 04:08:21.520077
191,75,急速发货,feature,2025-12-03 04:08:21.520077
192,75,秋冬保暖,season,2025-12-03 04:08:21.520077
193,76,秋冬保暖,season,2026-01-21 13:33:21.520077
194,77,国潮,style,2025-11-08 11:37:50.520077
195,78,七天无理由,feature,2025-11-09 01:03:53.520077
196,78,买一送一,promotion,2025-11-09 01:03:53.520077
197,78,情侣款,audience,2025-11-09 01:03:53.520077
198,79,秋冬保暖,season,2025-12-11 08:15:46.520077
199,79,满减,promotion,2025-12-11 08:15:46.520077
200,80,学生专享,audience,2025-11-30 07:57:31.520077
201,80,限时特惠,promotion,2025-11-30 07:57:31.520077
202,80,自营,feature,2025-11-30 07:57:31.520077
203,80,复古,style,2025-11-30 07:57:31.520077
204,81,文艺,style,2025-12-06 09:13:05.520077
205,81,夏季清凉,season,2025-12-06 09:13:05.520077
206,81,白领首选,audience,2025-12-06 09:13:05.520077
207,82,满减,promotion,2025-12-14 13:51:07.520077
208,83,学生专享,audience,2025-11-06 13:32:11.520077
209,83,限时特惠,promotion,2025-11-06 13:32:11.520077
210,83,国潮,style,2025-11-06 13:32:11.520077
211,84,秋冬保暖,season,2025-11-25 23:45:57.520077
212,85,热销,promotion,2026-01-14 01:18:10.520077
213,85,家庭装,audience,2026-01-14 01:18:10.520077
214,85,复古,style,2026-01-14 01:18:10.520077
215,85,自营,feature,2026-01-14 01:18:10.520077
216,86,文艺,style,2026-01-17 02:24:08.520077
217,86,秒杀,promotion,2026-01-17 02:24:08.520077
218,87,夏季清凉,season,2025-11-29 06:36:43.520077
219,87,正品保证,feature,2025-11-29 06:36:43.520077
220,87,清仓,promotion,2025-11-29 06:36:43.520077
221,87,送礼佳品,audience,2025-11-29 06:36:43.520077
222,88,包邮,feature,2025-12-17 04:41:34.520077
223,88,白领首选,audience,2025-12-17 04:41:34.520077
224,88,秒杀,promotion,2025-12-17 04:41:34.520077
225,89,学生专享,audience,2026-01-16 06:39:12.520077
226,90,秒杀,promotion,2025-11-16 21:22:30.520077
227,90,春季新款,season,2025-11-16 21:22:30.520077
228,90,自营,feature,2025-11-16 21:22:30.520077
229,90,白领首选,audience,2025-11-16 21:22:30.520077
230,91,国潮,style,2025-12-24 20:49:47.520077
231,91,正品保证,feature,2025-12-24 20:49:47.520077
232,91,家庭装,audience,2025-12-24 20:49:47.520077
233,92,急速发货,feature,2025-12-23 06:44:45.520077
234,92,学生专享,audience,2025-12-23 06:44:45.520077
235,93,复古,style,2025-11-16 12:23:39.520077
236,93,四季通用,season,2025-11-16 12:23:39.520077
237,94,清仓,promotion,2025-12-11 06:09:22.520077
238,94,春季新款,season,2025-12-11 06:09:22.520077
239,94,文艺,style,2025-12-11 06:09:22.520077
240,95,新品,promotion,2026-01-18 20:03:08.520077
241,95,轻奢,style,2026-01-18 20:03:08.520077
242,95,夏季清凉,season,2026-01-18 20:03:08.520077
243,95,七天无理由,feature,2026-01-18 20:03:08.520077
244,96,秒杀,promotion,2025-11-26 02:31:40.520077
245,96,学生专享,audience,2025-11-26 02:31:40.520077
246,97,正品保证,feature,2026-01-05 16:29:52.520077
247,97,买一送一,promotion,2026-01-05 16:29:52.520077
248,97,送礼佳品,audience,2026-01-05 16:29:52.520077
249,98,进口,feature,2026-01-23 18:48:55.520077
250,98,简约,style,2026-01-23 18:48:55.520077
251,98,白领首选,audience,2026-01-23 18:48:55.520077
252,99,包邮,feature,2025-12-02 04:03:18.520077
253,99,清仓,promotion,2025-12-02 04:03:18.520077
254,100,夏季清凉,season,2025-12-21 13:15:50.520077
255,100,新品,promotion,2025-12-21 13:15:50.520077
256,100,学生专享,audience,2025-12-21 13:15:50.520077
257,100,潮流,style,2025-12-21 13:15:50.520077
258,101,进口,feature,2026-01-05 11:13:17.520077
259,101,买一送一,promotion,2026-01-05 11:13:17.520077
260,101,白领首选,audience,2026-01-05 11:13:17.520077
261,101,文艺,style,2026-01-05 11:13:17.520077
262,102,复古,style,2025-12-17 08:58:36.520077
263,103,送礼佳品,audience,2025-12-14 05:04:20.520077
264,103,急速发货,feature,2025-12-14 05:04:20.520077
265,103,买一送一,promotion,2025-12-14 05:04:20.520077
